,State,Date,Text
300,Virginia,21-Dec-22,"Posted by Half-Staff Alerts Staff on Dec 21, 2022December 22, 2022 - Half-Staff-Alert - VirginiaGovernor Youngkin ordered U.S. & Virginia flags to half-staff December 22, 2022 to honor Brodnax County Police Chief Joseph Edward Carey, Sr.
                    …Continue Reading"
301,Wisconsin,21-Dec-22,"Posted by Half-Staff Alerts Staff on Dec 21, 2022December 22, 2022 - Half-Staff Alert - WisconsinGov. Tony Evers signed Executive Order #180 ordering the flags of the United
States and the state of Wisconsin to be flown at half-staff on Thurs., Dec. 22,
2022, in honor of Aundre Cross, a U.S. Po
                    …Continue Reading"
302,Arizona,20-Dec-22,"Posted by Half-Staff Alerts Staff on Dec 20, 2022December 21, 2022 - Half-Staff Alert - ArizonaGovernor Doug Ducey
ordered flags at all state buildings be lowered to half-staff sunrise to sunset
tomorrow, Wednesday, December 21, in honor of fallen firefighter Mark Fowl.

Mark was
a veteran
                    …Continue Reading"
303,Mississippi,19-Dec-22,"Posted by Half-Staff Alerts Staff on Dec 19, 2022December 20, 2022 - Half-Staff Alert - MississippiGovernor Reeves ordered U.S. & Mississippi flags to half-staff December 20, 2022 to honor Michael Charles ""Mike"" Leech.
                    …Continue Reading"
304,Pennsylvania,17-Dec-22,"Posted by Half-Staff Alerts Staff on Dec 17, 2022December 8-17, 2022 - Half-Staff Alert - PennsylvaniaGovernor Tom Wolf today ordered the commonwealth flag to fly at half-staff at the Pennsylvania Capitol Complex and all commonwealth facilities statewide in honor of three firefighters who have died in
                    …Continue Reading"
305,Arkansas,16-Dec-22,"Posted by Half-Staff Alerts Staff on Dec 16, 2022December 17-19, 2022 - Half Staff Alert - ArkansasGovernor Asa Hutchinson has directed the United States flag and the state flag of Arkansas to fly at half-staff from December 17-19, 2022 to honor Sgt. Donald Scoby of the Stuttgart Police Depart
                    …Continue Reading"
306,Missouri,16-Dec-22,"Posted by Half-Staff Alerts Staff on Dec 16, 2022December 17, 2022 - Half-Staff Alert - MissouriToday, Governor Mike Parson ordered U.S. and Missouri flags be lowered to half-staff at all government buildings in Dunklin County, the Fire Fighters Memorial of Missouri in Kingdom City, and firehous
                    …Continue Reading"
307,Virginia,13-Dec-22,"Posted by Half-Staff Alerts Staff on Dec 13, 2022December 13-14, 2022 - Half-Staff-Alert - VirginiaIn accordance with the authority vested in me as Governor, I hereby order that the flags of the United States of America and the Commonwealth of Virginia be flown at half-staff on all state and local
                    …Continue Reading"
308,Connecticut,13-Dec-22,"Posted by Half-Staff Alerts Staff on Dec 13, 2022December 14, 2022 - Half-Staff Alert - ConnecticutGovernor Ned Lamont today announced that he is directing U.S. and State of Connecticut flags to be lowered to half-staff from sunrise to sunset on Wednesday, December 14, 2022, in remembrance of the t
                    …Continue Reading"
309,Illinois,12-Dec-22,"Posted by Half-Staff Alerts Staff on Dec 12, 2022December 12-19, 2022 - Half Staff Alert - IllinoisGovernor JB Pritzker today signed a proclamation ordering
all flags at State of Illinois facilities be flown at half-staff until sundown
on Monday, December 19, in honor and remembrance of State Sen
                    …Continue Reading"
310,Hawaii,12-Dec-22,"Posted by Half-Staff Alerts Staff on Dec 12, 2022December 12-18, 2022 - Half Staff Alert - HawaiiGov. Josh Green, M.D. has ordered that the United States flag and the Hawaiʻi state flag be flown at half-staff at the Hawaiʻi State Capitol and at all state offices and agencies as well as the Hawaiʻ
                    …Continue Reading"
311,Kentucky,9-Dec-22,"Posted by Half-Staff Alerts Staff on Dec 09, 2022December 9, 2022 - Half-Staff Alert - KentuckyGov. Andy Beshear has ordered flags
at all state buildings lowered to half-staff today, Dec. 9, in honor of a
Kentucky soldier who was killed in the Korean War but whose remains were only
identifie
                    …Continue Reading"
312,Florida,6-Dec-22,"Posted by Half-Staff Alerts Staff on Dec 06, 2022December 6, 2022 - Half Staff Alert - FloridaOn December 6, 2019, a horrific act of terrorism was committed at Naval Air Station Pensacola, taking the lives of three U.S. Navy sailors and injuring other heroic victims. As a mark of respect for t
                    …Continue Reading"
313,Washington,5-Dec-22,"Posted by Half-Staff Alerts Staff on Dec 05, 2022December 6, 2022 - Half Staff Alert - WashingtonGovernor
Inslee is deeply saddened by the death of Bellevue Police Officer Jordan
Jackson, 34, and directs that Washington State and United States flags at
all state agency facilities be lowered to
                    …Continue Reading"
314,Arizona,5-Dec-22,"Posted by Half-Staff Alerts Staff on Dec 05, 2022December 3-4, 2022 - Half-Staff Alert - ArizonaGovernor Doug Ducey
today ordered flags at all state buildings be lowered to half-staff immediately
until sunset Sunday, December 4, in honor of former Congressman and State Senator
Jim Kolbe, who
                    …Continue Reading"
315,Pennsylvania,2-Dec-22,"Posted by Half-Staff Alerts Staff on Dec 02, 2022December 2-5, 2022 - Half-Staff Alert - PennsylvaniaGovernor Tom Wolf ordered the commonwealth flag on all commonwealth facilities, public buildings and grounds in York County to fly at half-staff immediately in honor of Chief Troy Dettinger of the Uni
                    …Continue Reading"
316,Alaska,2-Dec-22,"Posted by Half-Staff Alerts Staff on Dec 02, 2022December 3, 2022 - Half Staff Alert - AlaskaGovernor Dunleavy has ordered that Alaska and the United
States flags fly at half-staff from sunrise to sunset on Saturday, December
3rd, in honor of former Mayor of Valdez and Wasilla Bert Cottle,
                    …Continue Reading"
317,Indiana,1-Dec-22,"Posted by Half-Staff Alerts Staff on Dec 01, 2022December 2, 2022 - Half-Staff Alert - IndianaGovernor Eric J. Holcomb is directing flags to be flown at half-staff in Boone and Hamilton Counties to honor the life of former state representative Steven “Steve” Braun.Flags should be flown at half
                    …Continue Reading"
318,Virginia,29-Nov-22,"Posted by Half-Staff Alerts Staff on Nov 29, 2022November 29-30, 2022 - Half-Staff-Alert - VirginiaGovernor Youngkin ordered U.S. & Virginia flags to half-staff November 29-30, 2022 in honor of Congressman Donald McEachin.
                    …Continue Reading"
319,Michigan,29-Nov-22,"Posted by Half-Staff Alerts Staff on Nov 29, 2022November 30, 2022  - Half Staff Alert - MichiganGovernor Gretchen Whitmer orders U.S. and
Michigan flags to be lowered to half-staff within the State Capitol Complex and
upon all public buildings and grounds across the State of Michigan tomorrow,
                    …Continue Reading"
320,Kentucky,28-Nov-22,"Posted by Half-Staff Alerts Staff on Nov 28, 2022November 22-30, 2022 - Half-Staff Alert - KentuckyGov. Andy Beshear today announced
the death of former Kentucky Governor John Y. Brown Jr. The 55th Governor of
the commonwealth, Brown served from 1979 to 1983. He was 88 years old.“I am sad to shar
                    …Continue Reading"
321,Georgia,27-Nov-22,"Posted by Half-Staff Alerts Staff on Nov 27, 2022November 16-27, 2022 - Half Staff Alert - GeorgiaGovernor Kemp ordered U.S. & Georgia flags to half-staff in November 16, 2022 through interment (November 27, 2022) to honor Speaker David Ralston.
                    …Continue Reading"
322,Virginia,23-Nov-22,"Posted by Half-Staff Alerts Staff on Nov 23, 2022November 23-27, 2022 - Half-Staff-Alert - VirginiaGovernor Youngkin ordered U.S. & Virginia flags to half-staff November 23-27, 2022 in in respect and memory of the victims of the Chesapeake shooting, their families, and the entire Chesapeak
                    …Continue Reading"
323,Ohio,22-Nov-22,"Posted by Half-Staff Alerts Staff on Nov 22, 2022November 20-26, 2022 - Half-Staff Alert - OhioGovernor DeWine ordered U.S. and Ohio flags in Cuyahoga County to half-staff November 20, 2022 through interment (November 26, 2022) to honor Cleveland Firefighter Johnny Tetrick.
                    …Continue Reading"
324,Colorado,22-Nov-22,"Posted by Half-Staff Alerts Staff on Nov 22, 2022November 21-26, 2022 - Half Staff Alert - ColoradoGovernor Jared Polis ordered flags lowered to half-staff on all public buildings statewide from sunrise tomorrow morning until sunset on November 26, 2022, to honor and remember the victims of the hor
                    …Continue Reading"
325,Colorado,21-Nov-22,"Posted by Half-Staff Alerts Staff on Nov 21, 2022November 21, 2022 - Half-Staff Alert - New YorkGovernor Hochul today announced that flags on state government buildings will be flown at half-staff starting today in honor of the victims of the mass shooting at an LGBTQ+ nightclub in Colorado Spri
                    …Continue Reading"
326,Alaska,18-Nov-22,"Posted by Half-Staff Alerts Staff on Nov 18, 2022November 21-22, 2022 - Half Staff Alert - AlaskaGovernor Dunleavy has ordered that Alaska and the United States flags fly at half-staff sunrise to sunset from Monday, November 21st through Tuesday, November 22nd in honor of former Governor Bill She
                    …Continue Reading"
327,Wisconsin,18-Nov-22,"Posted by Half-Staff Alerts Staff on Nov 18, 2022November 21, 2022 - Half-Staff Alert - WisconsinGov. Tony Evers ordered the flags of the United
States and the state of Wisconsin to be flown at half-staff on Mon., Nov. 21,
2022, in recognition of the first anniversary of the 2021 Waukesha Chris
                    …Continue Reading"
328,Wyoming,16-Nov-22,"Posted by Half-Staff Alerts Staff on Nov 16, 2022November 18, 2022 - Half-Staff Alert - WyomingGovernor
Mark Gordon has ordered the Wyoming State Flag be flown at half staff at the
Capitol in Cheyenne and in Big Horn, Fremont, Hot Springs, Park and 
Washakie Counties from sunrise to sunset o
                    …Continue Reading"
329,Virginia,15-Nov-22,"Posted by Half-Staff Alerts Staff on Nov 15, 2022November 15-17, 2022 - Half-Staff-Alert - VirginiaGovernor Youngkin ordered U.S. & Virginia flags to half-staff November 15-17, 2022 in in respect and memory of the victims of the University of Virginia shooting, their families, an
                    …Continue Reading"
330,Indiana,15-Nov-22,"Posted by Half-Staff Alerts Staff on Nov 15, 2022November 16, 2022 - Half-Staff Alert - IndianaGovernor Eric J. Holcomb is directing flags to be flown at half-staff in Marion County to honor the life of former state representative Rex Early.Flags should be flown at half-staff sunrise until suns
                    …Continue Reading"
331,Maryland,14-Nov-22,"Posted by Half-Staff Alerts Staff on Nov 14, 2022October 31, 2022 - November 16, 2022 - Half-Staff Alert - MarylandFlag Status Alert: United States Flag and Maryland Flag will
Return to Full-StaffThe United States Flag and Maryland Flag shall
be raised to full-staff at sunset Wednesday, November 16, 2022, the
d
                    …Continue Reading"
332,Massachusetts,14-Nov-22,"Posted by Half-Staff Alerts Staff on Nov 14, 2022November 14, 2022 - Half Staff Alert - MassachusettsPlease be advised that Massachusetts Governor Charlie Baker has ordered that
the United States of America flag and the Commonwealth of Massachusetts flag be
lowered to half-staff from sunrise until
                    …Continue Reading"
333,Colorado,10-Nov-22,"Posted by Half-Staff Alerts Staff on Nov 10, 2022November 10, 2022 - Half Staff Alert - ColoradoGovernor Jared Polis ordered flags to be lowered to half-staff on all public buildings and properties to honor the life of Minority Leader Hugh McKean. The flags will remain lowered from sunrise to su
                    …Continue Reading"
334,Minnesota,8-Nov-22,"Posted by Half-Staff Alerts Staff on Nov 08, 2022November 9, 2022 - Half-Staff Alert - MinnesotaGovernor
Tim Walz has ordered all Minnesota flags to be flown at half-staff at all state
buildings in the State of Minnesota, from sunrise until sunset on Wednesday,
November 9, 2022, in honor and
                    …Continue Reading"
335,Mississippi,7-Nov-22,"Posted by Half-Staff Alerts Staff on Nov 07, 2022November 7, 2022 - Half-Staff Alert - MississippiGovernor Reeves order U.S. & Mississippi flags to half-staff November 7, 2022 to honor Commissioner Dick Hall."
336,Georgia,5-Nov-22,"Posted by Half-Staff Alerts Staff on Nov 05, 2022November 5, 2022 - Half Staff Alert - GeorgiaGovernor Kemp ordered U.S. & Georgia flags to half-staff in Athens-Clarke County and at the University of Georgia November 5, 2022 to honor Charles Louis ""Charley"" Trippi.
                    …Continue Reading"
337,Georgia,5-Nov-22,"Posted by Half-Staff Alerts Staff on Nov 05, 2022November 5, 2022 - Half Staff Alert - GeorgiaGovernor Kemp ordered U.S. & Georgia flags to half-staff November 5, 2022 to honor University of Georgia football coach and athletic director Vincent Joseph Dooley.
                    …Continue Reading"
338,Kentucky,4-Nov-22,"Posted by Half-Staff Alerts Staff on Nov 04, 2022November 4, 2022 - Half-Staff Alert - KentuckyGov. Andy Beshear has directed that
flags at all state office buildings be lowered to half-staff from sunrise until
sunset on Friday, Nov. 4, in honor of London Police Department Officer Logan
Kend
                    …Continue Reading"
339,Pennsylvania,1-Nov-22,"Posted by Half-Staff Alerts Staff on Nov 01, 2022October 24, 2022 - November 1, 2022 - Half-Staff Alert - PennsylvaniaIn accordance with the US flag code, Governor Tom Wolf ordered the United States and commonwealth flags on the Capitol Complex, at all commonwealth facilities, and all public buildings and grounds thr
                    …Continue Reading"
340,Tennessee,28-Oct-22,"Posted by Half-Staff Alerts Staff on Oct 28, 2022October 28, 2022 - November 1, 2022 - Half Staff Alert - TennesseeBy order of the Governor, flags over the State Capitol should be lowered to half-staff from sunrise on Friday, October 28, 2022, until sunset on Monday, November 1, 2022, in memory of Representative B
                    …Continue Reading"
341,Nevada,27-Oct-22,"Posted by Half-Staff Alerts Staff on Oct 27, 2022October 28, 2022 - Half-Staff Alert - NevadaGovernor Sisolak ordered U.S. and Nevada to half-staff October 28, 2022 to honor Las Vegas Metropolitan Police Officer Truong Thai.
                    …Continue Reading"
342,Alaska,26-Oct-22,"Posted by Half-Staff Alerts Staff on Oct 26, 2022October 27-29, 2022 - Half Staff Alert - AlaskaGovernor Dunleavy has ordered that Alaska and the United States flags fly at half-staff from sunrise to sunset on Thursday, October 27th, until Saturday, October 29th, in honor of former Senate Presid
                    …Continue Reading"
343,Massachusetts,21-Oct-22,"Posted by Half-Staff Alerts Staff on Oct 21, 2022October 22, 2022 - Half Staff Alert - MassachusettsPlease be advised that Massachusetts Governor Charlie Baker has ordered that the United States of America flag and the Commonwealth of Massachusetts flag be lowered to half-staff at all state building
                    …Continue Reading"
344,Massachusetts,21-Oct-22,"Posted by Half-Staff Alerts Staff on Oct 21, 2022October 22, 2022 - Half Staff Alert - MassachusettsPlease be advised that Massachusetts Governor Charlie Baker has ordered that
the United States of America flag and the Commonwealth of Massachusetts flag be
lowered to half-staff at all state buildi
                    …Continue Reading"
345,Mississippi,21-Oct-22,"Posted by Half-Staff Alerts Staff on Oct 21, 2022October 21, 2022 - Half-Staff Alert - MississippiGovernor Reeves order U.S. & Mississippi flags to half-staff October 21, 2022 to honor Greenville police officer Investigator Myiesha Breanna Stewart.
                    …Continue Reading"
346,Connecticut,21-Oct-22,"Posted by Half-Staff Alerts Staff on Oct 21, 2022October 13-21, 2022 - Half-Staff Alert - ConnecticutGovernor Ned Lamont today announced that he is directing U.S. and state flags in Connecticut to return to full-staff at sunset on the evening of Friday, October 21, 2022.
Flags have been flying at ha
                    …Continue Reading"
347,Georgia,17-Oct-22,"Posted by Half-Staff Alerts Staff on Oct 17, 2022October 20, 2022 - Half Staff Alert - GeorgiaGovernor Kemp ordered U.S. & Georgia flags to half-staff October 20, 2022 to honor State Representative Henry ""Wayne"" Howard.
                    …Continue Reading"
348,Alaska,17-Oct-22,"Posted by Half-Staff Alerts Staff on Oct 17, 2022October 18, 2022 - Half Staff Alert - AlaskaAlaska Governor Mike Dunleavy and First Lady Rose Dunleavy send
their condolences to the family and loved ones of former Senate President
Leland ""Chancy"" Croft, who passed away on August 30, 2022. C
                    …Continue Reading"
349,Michigan,14-Oct-22,"Posted by Half-Staff Alerts Staff on Oct 14, 2022October 17, 2022  - Half Staff Alert - MichiganGovernor Gretchen Whitmer has
ordered U.S. and Michigan flags to be lowered to half-staff throughout the
state of Michigan on Monday, October 17 to honor the service of
Private First-Class Soldier
                    …Continue Reading"
350,Wisconsin,14-Oct-22,"Posted by Half-Staff Alerts Staff on Oct 14, 2022October 15, 2022 - Half-Staff Alert - WisconsinGov.
Tony Evers ordered the flags of the United States
and the state of Wisconsin to be flown at half-staff on Sat., Oct. 15,
2022, in honor of Wisconsin Firefighters Memorial Day, as required by
                    …Continue Reading"
351,Pennsylvania,13-Oct-22,"Posted by Half-Staff Alerts Staff on Oct 13, 2022October 10-13, 2022 - Half-Staff Alert - PennsylvaniaToday, in honor of Pennsylvania State Representative Anthony M. “Tony” DeLuca, who died yesterday, Governor Tom Wolf ordered the commonwealth flag on all commonwealth facilities, public buildings and
                    …Continue Reading"
352,Kansas,11-Oct-22,"Posted by Half-Staff Alerts Staff on Oct 11, 2022October 14, 2022 - Half Staff Alert - KansasIn
accordance with Executive Order #20-30, Governor Laura Kelly ordered flags
throughout the State of Kansas to be flown at half-staff on all state
buildings, grounds, and facilities from sunup to
                    …Continue Reading"
353,Georgia,7-Oct-22,"Posted by Half-Staff Alerts Staff on Oct 07, 2022October 10, 2022 - Half Staff Alert - GeorgiaGovernor Kemp ordered U.S. & Georgia flags in Cook County to half-staff October 10, 2022 to honor Captain Terry ""Turtle"" Randall Arnold.
                    …Continue Reading"
354,Kansas,7-Oct-22,"Posted by Half-Staff Alerts Staff on Oct 07, 2022October 8-9, 2022 - Half Staff Alert - KansasIn
accordance with Executive Order #20-30, Governor Laura Kelly ordered flags
throughout the State of Kansas to be flown at half-staff on all state
buildings, grounds, and facilities from sunup on
                    …Continue Reading"
355,Nebraska,6-Oct-22,"Posted by Half-Staff Alerts Staff on Oct 06, 2022October 7-9, 2022 - Half Staff Alert - NebraskaToday, Governor Pete Ricketts announced that all U.S. and Nebraska flags are to be flown at half-staff this weekend in observance of the National Fallen Firefighters Memorial Service on Sunday.Flags w
                    …Continue Reading"
356,Pennsylvania,4-Oct-22,"Posted by Half-Staff Alerts Staff on Oct 04, 2022October 1, 2022 through interment (unknown) - Half-Staff Alert - PennsylvaniaGovernor Tom Wolf today issued the following statement on the death of Pennsylvania Supreme Court Chief Justice Max Baer.“I’m extremely saddened to learn that Chief Justice Baer passed away. He was a
                    …Continue Reading"
357,Massachusetts,4-Oct-22,"Posted by Half-Staff Alerts Staff on Oct 04, 2022October 5, 2022 - Half Staff Alert - MassachusettsPlease be advised that Massachusetts Governor Charlie Baker has ordered that
the United States of America flag and the Commonwealth of Massachusetts flag be
lowered to half-staff from sunrise until
                    …Continue Reading"
358,Wyoming,4-Oct-22,"Posted by Half-Staff Alerts Staff on Oct 04, 2022October 7, 2022 - Half-Staff Alert - WyomingGovernor
Mark Gordon has ordered the Wyoming State Flag be flown at half staff at the
Capitol in Cheyenne and in Teton County from sunrise to sunset on Friday,
October 7, 2022 in honor and memory o
                    …Continue Reading"
359,Florida,30-Sep-22,"Posted by Half-Staff Alerts Staff on Sep 30, 2022October 3, 2022 - Half Staff Alert - FloridaPeter Antonacci passed away on September 23, 2022, at the age of 74. Pete epitomized public service. Most recently, he served as the Director of Florida’s newly created Office of Election Crimes and S
                    …Continue Reading"
360,Nevada,30-Sep-22,"Posted by Half-Staff Alerts Staff on Sep 30, 2022October 1, 2022 - Half-Staff Alert - NevadaGovernor Sisolak ordered U.S. and Nevada to half-staff October 1, 2022 to honor the Lives Lost at Route 91 Harvest Music Festival.
                    …Continue Reading"
361,Wyoming,30-Sep-22,"Posted by Half-Staff Alerts Staff on Sep 30, 2022October 3, 2022 - Half-Staff Alert - WyomingGovernor Mark Gordon has ordered the Wyoming State Flag be flown at half staff at the Capitol in Cheyenne and in Campbell County from sunrise to sunset on Monday, October 3, 2022 in honor and memory o
                    …Continue Reading"
362,Wisconsin,30-Sep-22,"Posted by Half-Staff Alerts Staff on Sep 30, 2022October 1, 2022 - Half-Staff Alert - WisconsinGovernor Evers ordered U.S. & Wisconsin flags half-staff October 1, 2022 in honor of Wisconsin Firefighters Memorial Day. Gov. Tony Evers ordered the flags of the United States and the state
                    …Continue Reading"
363,Maryland,29-Sep-22,"Posted by Half-Staff Alerts Staff on Sep 29, 2022September 30, 2022 - Half-Staff Alert - MarylandThis is to advise
that Governor Larry Hogan ordered the Maryland Flag lowered to
half-staff from sunrise to sunset, Friday, September 30, 2022. 
This is the day of interment for former State Senato
                    …Continue Reading"
364,Ohio,26-Sep-22,"Posted by Half-Staff Alerts Staff on Sep 26, 2022September 26-30, 2022 - Half-Staff Alert - OhioGovernor DeWine ordered U.S. and Ohio flags to half-staff September 26, 2022 in honor of Carroll County Sheriff Dale Williams.
                    …Continue Reading"
365,Minnesota,23-Sep-22,"Posted by Half-Staff Alerts Staff on Sep 23, 2022September 25, 2022 - Half-Staff Alert - MinnesotaGovernor
Tim Walz today directed all United States and Minnesota flags at state
buildings to be flown at half-staff from sunrise until sunset on Sunday,
September 25, to honor firefighters who have
                    …Continue Reading"
366,Indiana,23-Sep-22,"Posted by Half-Staff Alerts Staff on Sep 23, 2022September 26, 2022 - Half-Staff Alert - IndianaGov. Eric J. Holcomb is directing flags in the State of Indiana to be flown at half-staff in honor and remembrance of Richmond Police Officer Seara Burton.Flags should be flown at half-staff from sunr
                    …Continue Reading"
367,Michigan,22-Sep-22,"Posted by Half-Staff Alerts Staff on Sep 22, 2022September 23, 2022  - Half Staff Alert - MichiganGovernor Gretchen Whitmer has
ordered U.S. and Michigan flags within the State Capitol Complex and across all public buildings and grounds to be lowered to half-staff on Friday,
September 23 to
hon
                    …Continue Reading"
368,Wisconsin,19-Sep-22,"Posted by Half-Staff Alerts Staff on Sep 19, 2022September 20, 2022 - Half-Staff Alert - WisconsinGovernor Evers has authorized Eau Claire County officials to lower the flags of the United States and State of Wisconsin in Eau Claire County to half-staff from sunrise to sunset on Tuesday, September
                    …Continue Reading"
369,Virginia,15-Sep-22,"Posted by Half-Staff Alerts Staff on Sep 15, 2022September 16, 2022 - Half-Staff-Alert - VirginiaGovernor Youngkin ordered U.S. & Virginia flags to half-staff August 31, 2022 in honor of National POW/MIA Recognition Day.
                    …Continue Reading"
370,Pennsylvania,15-Sep-22,"Posted by Half-Staff Alerts Staff on Sep 15, 2022September 15, 2022 through interment (unknown) - Half-Staff Alert - PennsylvaniaToday, in honor of former Pennsylvania State Representative Jeff Pyle, who died yesterday, Governor Tom Wolf ordered the commonwealth flag on all commonwealth facilities, public buildings and grounds
                    …Continue Reading"
371,Arizona,12-Sep-22,"Posted by Half-Staff Alerts Staff on Sep 12, 2022September 13, 2022 - Half-Staff Alert - ArizonaGovernor Doug Ducey
today ordered flags at all state buildings be lowered to half-staff Tuesday,
September 13, in honor of former state Representative and State Mine Inspector
Joe Hart, who died Su
                    …Continue Reading"
372,Georgia,12-Sep-22,"Posted by Half-Staff Alerts Staff on Sep 12, 2022September 14, 2022 - Half Staff Alert - GeorgiaGovernor Kemp ordered U.S. & Georgia flags to half-staff September 14, 2022 to honor Cobb County Sheriff's Deputy Jonathan Randall Koleski.
                    …Continue Reading"
373,Tennessee,12-Sep-22,"Posted by Half-Staff Alerts Staff on Sep 12, 2022September 12-14, 2022 - Half Staff Alert - TennesseeWhile continuing to honor the memory of Queen Elizabeth II,
by order of the Governor, flags over the State Capitol and all State office
buildings shall also be flown at half-staff from 9/12/22 until
                    …Continue Reading"
374,Louisiana,6-Sep-22,"Posted by Half-Staff Alerts Staff on Sep 06, 2022September 6-10, 2022 - Half-Staff Alert - LouisianaGovernor Edwards ordered U.S. & Louisiana Flags to half-staff September 6-10, 2022 to honor Maurice Edwin ""Moon"" Landrieu.
                    …Continue Reading"
375,Indiana,2-Sep-22,"Posted by Half-Staff Alerts Staff on Sep 02, 2022September 2, 2022 - Half-Staff Alert - IndianaGovernor Eric J. Holcomb is directing flags in Huntington County to be flown at half-staff to honor U.S. Marine Sergeant Jackson Payne Wright who passed away on Saturday, Aug. 20 at his base in Kaneoh
                    …Continue Reading"
376,Pennsylvania,1-Sep-22,"Posted by Half-Staff Alerts Staff on Sep 01, 2022August 30, 2022 through interment (unknown) - Half-Staff Alert - PennsylvaniaToday, in accordance with the US flag code, Governor Tom Wolf ordered the United States and commonwealth flags on the Capitol Complex, at all commonwealth facilities, and all public buildings and grou
                    …Continue Reading"
377,Indiana,1-Sep-22,"Posted by Half-Staff Alerts Staff on Sep 01, 2022September 2, 2022 - Half-Staff Alert - IndianaGovernor Eric J. Holcomb is directing flags in Huntington County to be flown at half-staff to honor U.S. Marine Sergeant Jackson Payne Wright who passed away on Saturday, Aug. 20 at his base in Kaneoh
                    …Continue Reading"
378,Georgia,1-Sep-22,"Posted by Half-Staff Alerts Staff on Sep 01, 2022August 31, 2022 - Half Staff Alert - GeorgiaGovernor Kemp ordered U.S. & Georgia flags to half-staff August 31, 2022 in honor of multiple individuals.
                    …Continue Reading"
379,Virginia,30-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 30, 2022August 31, 2022 - Half-Staff-Alert - VirginiaGovernor Youngkin ordered U.S. & Virginia flags to half-staff August 31, 2022 in honor of International Overdose Awareness Day.
                    …Continue Reading"
380,Delaware,30-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 30, 2022August 31, 2022 - Half-Staff Alert - DelawareGovernor Carney has ordered the Delaware flag to be lowered to half-staff on Wednesday, August 31, 2022, from sunrise to sunset, in recognition of International Overdose Awareness Day, as declared by
                    …Continue Reading"
381,Ohio,30-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 30, 2022August 31, 2022 - Half-Staff Alert - OhioIn
honor of the lives lost to overdose and to recognize and raise awareness for
Ohio Overdose Awareness Day, Governor DeWine has ordered that the flags of the United States
and the State of Ohio be
                    …Continue Reading"
382,Kentucky,30-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 30, 2022August 31, 2022 - Half-Staff Alert - KentuckyGov. Andy Beshear has directed that
flags at all state office buildings be lowered to half-staff from sunrise until
sunset on Wednesday, Aug. 31, in observation of Overdose Awareness Day in
Kentuck
                    …Continue Reading"
383,Maryland,29-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 29, 2022August 31, 2022 - Half-Staff Alert - MarylandThis is to advise that Governor Larry Hogan has
ordered the Maryland Flag lowered to half-staff at sunrise, Wednesday,
August 31, 2022 and returned to full-staff at sunset, Wednesday, August 31,
20
                    …Continue Reading"
384,Florida,27-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 27, 2022August 27, 2022 - Half Staff Alert - FloridaOne year ago, a detachment of brave American servicemembers were guarding the gates of the Hamid Karzai International Airport while hundreds of Americans and allies evacuated from Kabul as the Taliban
                    …Continue Reading"
385,Florida,26-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 26, 2022August 29, 2022 - Half Staff Alert - FloridaOn Saturday, August 20, 2022, Special Agent Jose Perez passed away 17 days after sustaining injuries from a vehicle crash while responding to a building alarm. Special Agent Perez joined the Florida D
                    …Continue Reading"
386,Oregon,26-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 26, 2022August 29, 2022 - Half Staff Alert - OregonGovernor
Kate Brown has ordered all flags at Oregon public institutions to be flown at
half-staff from sunrise to sunset on Monday, August 29, in honor and
remembrance of Logan Taylor, a wildland f
                    …Continue Reading"
387,Kansas,26-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 26, 2022August 20, 2022 - September 2, 2022 - Half Staff Alert - KansasOn
August 20, in accordance with Executive Order #20-30,
Governor Laura Kelly directed flags to be lowered to half-staff on all state
buildings, grounds, and facilities until the day of interment,
                    …Continue Reading"
388,Hawaii,26-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 26, 2022August 26, 2022 - Half Staff Alert - HawaiiGov. David Ige has ordered that the United States flag and the Hawaiʻi state flag be flown at half-staff at the Hawaiʻi State Capitol and upon all state offices and agencies as well as the Hawaiʻi Nat
                    …Continue Reading"
389,Oklahoma,26-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 26, 2022August 26-28, 2022 - Half Staff Alert - OklahomaGovernor Stitt ordered flags to half-staff August 26-28, 2022 to honor officers Robert Blaine Swartz and Captain William Riley Hargraves.
                    …Continue Reading"
390,Alabama,26-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 26, 2022August 27, 2022 - Half Staff Alert - AlabamaGovernor Ivey ordered U.S. & Alabama flags to half-staff August 27, 2022 to honor Officer Ivan Lopez of the Mt. Vernon Police Department.
                    …Continue Reading"
391,Arizona,26-Aug-22,"Posted by Half-Staff Alerts Staff on Aug 26, 2022August 26, 2022 - Half-Staff Alert - ArizonaGovernor Doug Ducey has ordered flags at all
state buildings be lowered to half-staff from sunrise to sunset
on Friday, August 26, in honor of the innocent lives lost to the
tragedy in Tucson, incl
                    …Continue Reading"
